Chrom	Start	End	GeneID	GeneName	
Scate-ma6	81683596	81705667	Scate11944	Branched-chain-amino-acid aminotransferase (Crotalus horridus OX%3D35024)	
Scate-ma6	82729953	82748447	Scate11945	SOX5	
Scate-ma6	82988204	83007290	Scate11946	Ethanolamine kinase 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma6	83194888	83213801	Scate11947	LOC100556974	
Scate-ma6	83221750	83237464	Scate11948	CMAS	
Scate-ma6	83244865	83276793	Scate11949	ABCC9	
Scate-ma6	83281393	83337109	Scate11950	ABCC9	
Scate-ma6	83352747	83355179	Scate11951	KCNJ8	
Scate-ma6	83413274	83435513	Scate11952	L-lactate dehydrogenase (Crotalus horridus OX%3D35024)	
Scate-ma6	83439722	83440831	Scate11953	L345_12914	
Scate-ma6	83448757	83484786	Scate11954	GYS2	
Scate-ma6	83568842	83573859	Scate11955	LOC100563766	
Scate-ma6	83576074	83580107	Scate11956	LOC100563766	
Scate-ma6	83584961	83608485	Scate11957	CASC1	
Scate-ma6	83639195	83643780	Scate11958	GTPase KRas (Crotalus adamanteus OX%3D8729)	
Scate-ma6	83704468	83716073	Scate11959	Uncharacterized protein C10orf47-like (Crotalus horridus OX%3D35024)	
Scate-ma6	83744251	83769887	Scate11960	ECHDC3	
Scate-ma6	83868139	83881086	Scate11961	USP6NL	
Scate-ma6	83940550	83952708	Scate11962	celf2	
Scate-ma6	85230520	85316509	Scate11963	plxna2	
Scate-ma6	85609277	85617867	Scate11964	GATA3	
Scate-ma6	85678661	85687100	Scate11965	Transcription initiation factor TFIID subunit 3 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	85808226	85812629	Scate11966	TAF3	
Scate-ma6	85827119	85831151	Scate11967	ATP synthase subunit gamma (Crotalus adamanteus OX%3D8729)	
Scate-ma6	85831601	85853229	Scate11968	DNA/RNA-binding protein KIN17-like protein (Crotalus horridus OX%3D35024)	
Scate-ma6	85855107	85859858	Scate11969	Itih2	
Scate-ma6	85860904	85895181	Scate11970	ITIH2	
Scate-ma6	85919939	85944155	Scate11971	ITIH5	
Scate-ma6	86097393	86107235	Scate11972	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	86155483	86158514	Scate11973	MKLN1	
Scate-ma6	86160684	86168489	Scate11974	MKLN1	
Scate-ma6	86170965	86185670	Scate11975	MKLN1	
Scate-ma6	86412836	86414386	Scate11976	ENDOD1	
Scate-ma6	86426454	86435598	Scate11977	LOC100568046	
Scate-ma6	86442076	86469845	Scate11978	ENDOD1	
Scate-ma6	86480653	86482003	Scate11979	ENDOD1	
Scate-ma6	86500189	86501447	Scate11980	ENDOD1	
Scate-ma6	86523445	86530133	Scate11981	ACR	
Scate-ma6	86530387	86538198	Scate11982	LOC100567459	
Scate-ma6	86667343	86682933	Scate11983	Splicing factor 45-like protein (Crotalus horridus OX%3D35024)	
Scate-ma6	86723623	86754061	Scate11984	PFKFB3	
Scate-ma6	86799244	86823396	Scate11985	prkcq	
Scate-ma6	86951929	86983058	Scate11986	Exocyst complex component 4 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87017129	87025753	Scate11987	Exocyst complex component 4 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87212683	87217573	Scate11988	Tubulin alpha chain (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87282832	87296332	Scate11989	Fbxo18	
Scate-ma6	87300480	87305257	Scate11990	L345_17443	
Scate-ma6	87315217	87339735	Scate11991	FBH1	
Scate-ma6	87349214	87360244	Scate11992	ANKRD16	
Scate-ma6	87382561	87394607	Scate11993	Rab GDP dissociation inhibitor (Crotalus horridus OX%3D35024)	
Scate-ma6	87399339	87423933	Scate11994	L345_17016	
Scate-ma6	87437108	87460422	Scate11995	Uncharacterized protein (Fragment) (Anolis carolinensis OX%3D28377)	
Scate-ma6	87506259	87523908	Scate11996	Neuroepithelial cell-transforming 1 protein (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87580033	87586191	Scate11997	Tubulin alpha chain (Crotalus horridus OX%3D35024)	
Scate-ma6	87591219	87628262	Scate11998	Coatomer subunit gamma (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87628269	87644165	Scate11999	Mesoderm-specific transcript protein (Crotalus horridus OX%3D35024)	
Scate-ma6	87655040	87669742	Scate12000	CEP41	
Scate-ma6	87674970	87687406	Scate12001	CPA1	
Scate-ma6	87692943	87704118	Scate12002	CPA2	
Scate-ma6	87718300	87730295	Scate12003	Transmembrane protein 209 isoform X2 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87734842	87735848	Scate12004	Transmembrane protein 209 isoform X2 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87759107	87775799	Scate12005	LOC100559220	
Scate-ma6	87776571	87784296	Scate12006	LOC100559220	
Scate-ma6	87789778	87804068	Scate12007	Kelch domain-containing protein 10-like (Crotalus adamanteus OX%3D8729)	
Scate-ma6	87806211	87826446	Scate12008	ZC3HC1	
Scate-ma6	87878464	87887984	Scate12009	UBE2H	
Scate-ma6	87941667	87947342	Scate12010	tspan33	
Scate-ma6	87985622	87990206	Scate12011	Interferon regulatory factor 5 (Crotalus horridus OX%3D35024)	
Scate-ma6	88004796	88017857	Scate12012	Calumenin-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma6	88025431	88027030	Scate12013	OPN1SW	
Scate-ma6	88100590	88109796	Scate12014	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	88113080	88116602	Scate12015	V-type proton ATPase subunit F (Crotalus adamanteus OX%3D8729)	
Scate-ma6	88118891	88121099	Scate12016	wibg	
Scate-ma6	88229655	88235831	Scate12017	L345_16708	
Scate-ma6	88255822	88261654	Scate12018	C-type lectin 13b (Sistrurus miliarius barbouri OX%3D8759)	
Scate-ma6	88261392	88280873	Scate12019	C-type lectin 5b (Sistrurus miliarius barbouri OX%3D8759)	
Scate-ma6	88292187	88297858	Scate12020	C-type lectin 13a (Sistrurus miliarius barbouri OX%3D8759)	
Scate-ma6	88308515	88311191	Scate12021	Cadam10_CTL-12 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	88322067	88341355	Scate12022	NCAPH2	
Scate-ma6	88341583	88358952	Scate12023	LMF2	
Scate-ma6	88361741	88373940	Scate12024	Miox	
Scate-ma6	88383892	88406494	Scate12025	GOLGB1	
Scate-ma6	88415092	88421265	Scate12026	CTTN1	
Scate-ma6	88423857	88426632	Scate12027	HCLS1	
Scate-ma6	88472944	88479809	Scate12028	LOC100559166	
Scate-ma6	88479837	88481149	Scate12029	LOC100559166	
Scate-ma6	88525232	88532703	Scate12030	C-type Lectin CRL (Crotalus ruber ruber OX%3D8736)	
Scate-ma6	88541584	88562739	Scate12031	C-type lectin Cal (Crotalus atrox OX%3D8730)	
Scate-ma6	88571031	88573679	Scate12032	L345_12230	
Scate-ma6	88597649	88603647	Scate12033	nme6	
Scate-ma6	88604520	88610130	Scate12034	rabl2a	
Scate-ma6	88613527	88629905	Scate12035	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	88632036	88636444	Scate12036	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	88639248	88640005	Scate12037	Acr	
Scate-ma6	88640802	88655285	Scate12038	Acr	
Scate-ma6	88661709	88664529	Scate12039	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	88668695	88670191	Scate12040	Acr	
Scate-ma6	88677312	88679912	Scate12041	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	88684798	88693622	Scate12042	ARSA	
Scate-ma6	88792389	88799787	Scate12043	SHANK3	
Scate-ma6	88875846	88895330	Scate12044	shank3	
Scate-ma6	88916122	88923888	Scate12045	MAPK8IP2	
Scate-ma6	88929820	88930509	Scate12046	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	88942776	88946871	Scate12047	Uncharacterized protein LOC101159309 (Crotalus horridus OX%3D35024)	
Scate-ma6	88948201	88956402	Scate12048	CHKA	
Scate-ma6	88961892	88973465	Scate12049	Carnitine O-palmitoyltransferase 1%2C muscle isoform (Crotalus horridus OX%3D35024)	
Scate-ma6	88973701	88979165	Scate12050	LOC103281447	
Scate-ma6	88986464	88990688	Scate12051	Fam71f1	
Scate-ma6	89007071	89019981	Scate12052	IMPDH	
Scate-ma6	89045924	89049404	Scate12053	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	89049524	89053776	Scate12054	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	89202704	89213866	Scate12055	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma6	89218768	89224781	Scate12056	pax6	
Scate-ma6	89228059	89232995	Scate12057	FSCN3	
Scate-ma6	89248882	89254733	Scate12058	DENND6A	
Scate-ma6	89269852	89306592	Scate12059	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (Crotalus adamanteus OX%3D8729)	
Scate-ma6	89312050	89340289	Scate12060	SBF1	
Scate-ma6	89384282	89393185	Scate12061	ACRC	
Scate-ma7	97482	107609	Scate12062	L345_16270	
Scate-ma7	108740	116027	Scate12063	DOK1	
Scate-ma7	124640	133562	Scate12064	LOXL3	
Scate-ma7	134826	137019	Scate12065	HTRA2	
Scate-ma7	137371	142993	Scate12066	Ancient ubiquitous protein 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	146331	147700	Scate12067	DQX1	
Scate-ma7	148011	151690	Scate12068	DQX1	
Scate-ma7	169373	171445	Scate12069	TLX3	
Scate-ma7	195489	199755	Scate12070	Polycomb group RING finger protein 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	228973	232747	Scate12071	Lbx1	
Scate-ma7	238638	252829	Scate12072	LOC103282103	
Scate-ma7	255852	261309	Scate12073	ccdc142	
Scate-ma7	264788	268714	Scate12074	LOC100558313	
Scate-ma7	271489	274981	Scate12075	Mannosyl-oligosaccharide glucosidase (Crotalus horridus OX%3D35024)	
Scate-ma7	275991	277283	Scate12076	WBP1	
Scate-ma7	279555	282197	Scate12077	ino80b	
Scate-ma7	286231	287341	Scate12078	Rhotekin-like isoform X2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	293033	302288	Scate12079	Rhotekin-like isoform X2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	326513	331753	Scate12080	LOC100558177	
Scate-ma7	332896	336252	Scate12081	WDR54	
Scate-ma7	336349	338083	Scate12082	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma7	345751	352017	Scate12083	LOC100558375	
Scate-ma7	354314	357496	Scate12084	Uncharacterized protein LOC101938480 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	390667	403380	Scate12085	dctn1	
Scate-ma7	405444	410218	Scate12086	Nucleolar protein 56 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	412549	418979	Scate12087	idh3b	
Scate-ma7	431678	434404	Scate12088	not2	
Scate-ma7	537081	550770	Scate12089	EMX2	
Scate-ma7	574148	576343	Scate12090	SPR	
Scate-ma7	602808	608016	Scate12091	EXOC6B	
Scate-ma7	650431	668766	Scate12092	exoc6b	
Scate-ma7	955776	970906	Scate12093	ZNF638	
Scate-ma7	974080	990697	Scate12094	ZNF638	
Scate-ma7	1025741	1036904	Scate12095	Polyadenylate-binding protein-interacting protein 2B-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	1038974	1052392	Scate12096	N-acetylglucosamine kinase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	1072049	1074106	Scate12097	L345_17306	
Scate-ma7	1075416	1081909	Scate12098	SIGLEC1	
Scate-ma7	1126514	1143060	Scate12099	CDC25B	
Scate-ma7	1148180	1150796	Scate12100	Protein C20orf29 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	1163867	1167258	Scate12101	Clec4f	
Scate-ma7	1174059	1179774	Scate12102	Clec4f	
Scate-ma7	1185623	1195943	Scate12103	Clec4f	
Scate-ma7	1380523	1387895	Scate12104	Clec4f	
Scate-ma7	1392357	1398300	Scate12105	Clec4f	
Scate-ma7	1459285	1474677	Scate12106	LOC100555826	
Scate-ma7	1579721	1589756	Scate12107	cpxm1	
Scate-ma7	1593116	1593781	Scate12108	Putative N-acetyltransferase camello-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	1598472	1600738	Scate12109	cml	
Scate-ma7	1608256	1618893	Scate12110	LOC100565464	
Scate-ma7	1634772	1640227	Scate12111	VPS27	
Scate-ma7	1670404	1699543	Scate12112	VPS16	
Scate-ma7	1706776	1733634	Scate12113	T-complex protein 1 subunit eta (Crotalus horridus OX%3D35024)	
Scate-ma7	1748041	1755215	Scate12114	FBXO41	
Scate-ma7	1755521	1786993	Scate12115	FBXO41	
Scate-ma7	1814581	1820057	Scate12116	Egr4	
Scate-ma7	1995683	2007983	Scate12117	Pantothenate kinase 3-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	2110427	2135015	Scate12118	Receptor-type tyrosine-protein phosphatase alpha (Crotalus adamanteus OX%3D8729)	
Scate-ma7	2154935	2162193	Scate12119	28S ribosomal protein S26%2C mitochondrial (Crotalus adamanteus OX%3D8729)	
Scate-ma7	2166277	2168489	Scate12120	L345_15475	
Scate-ma7	2197215	2202197	Scate12121	L345_15473	
Scate-ma7	2214718	2222674	Scate12122	RING finger protein 37-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	2228533	2231043	Scate12123	FAST kinase domain-containing protein 5-like (Crotalus horridus OX%3D35024)	
Scate-ma7	2253741	2258726	Scate12124	ProSAP-interacting protein 1-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	2332022	2333005	Scate12125	VN1R3	
Scate-ma7	2384926	2394976	Scate12126	SLC4A11	
Scate-ma7	2513257	2541666	Scate12127	C20orf194	
Scate-ma7	2554217	2591323	Scate12128	C20orf194	
Scate-ma7	2664281	2703657	Scate12129	ATRN	
Scate-ma7	2723670	2768736	Scate12130	gfra4	
Scate-ma7	3345927	3347495	Scate12131	LRRTM1	
Scate-ma7	4495348	4519281	Scate12132	SUCLG1	
Scate-ma7	4551123	4553181	Scate12133	L345_10204	
Scate-ma7	4632746	4698252	Scate12134	ADAMTS3	
Scate-ma7	4772334	4781842	Scate12135	NPFFR2	
Scate-ma7	4852767	4854625	Scate12136	fth1-a	
Scate-ma7	4946738	4969770	Scate12137	GC	
Scate-ma7	5045681	5075681	Scate12138	Slc4a9	
Scate-ma7	5083957	5091744	Scate12139	SLC4A4	
Scate-ma7	5259061	5265361	Scate12140	Dck	
Scate-ma7	5274610	5286134	Scate12141	MOB kinase activator 1B (Crotalus adamanteus OX%3D8729)	
Scate-ma7	5315502	5334389	Scate12142	G-rich sequence factor 1 (Crotalus horridus OX%3D35024)	
Scate-ma7	5357066	5382041	Scate12143	RUFY3	
Scate-ma7	5425296	5426798	Scate12144	UTP3	
Scate-ma7	5437538	5452448	Scate12145	JCHAIN	
Scate-ma7	5458230	5467946	Scate12146	LOC103279063	
Scate-ma7	5537842	5576623	Scate12147	Protein SDA1 (Crotalus horridus OX%3D35024)	
Scate-ma7	5590227	5617237	Scate12148	N-acylsphingosine amidohydrolase (Acid ceramidase)-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	5619536	5644816	Scate12149	PPEF2	
Scate-ma7	5646729	5666671	Scate12150	Nuclear pore complex protein Nup54-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	5676186	5715121	Scate12151	Lysosome membrane protein 2-like (Crotalus horridus OX%3D35024)	
Scate-ma7	5765065	5765994	Scate12152	STBD1	
Scate-ma7	5774757	5837205	Scate12153	CCDC158	
Scate-ma7	6023586	6035022	Scate12154	SHROOM3	
Scate-ma7	6037325	6047190	Scate12155	SHROOM3	
Scate-ma7	6058994	6066341	Scate12156	LOC100553447	
Scate-ma7	6082525	6084507	Scate12157	ANKRD56	
Scate-ma7	6180099	6214101	Scate12158	6-Sep	
Scate-ma7	6222153	6223785	Scate12159	Septin 8 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	6256906	6285121	Scate12160	Cyclin-I (Crotalus horridus OX%3D35024)	
Scate-ma7	6353134	6367108	Scate12161	CCNG2	
Scate-ma7	6415394	6435922	Scate12162	CCR4-NOT transcription complex subunit 6-like (Crotalus horridus OX%3D35024)	
Scate-ma7	6470122	6488647	Scate12163	MRPL1	
Scate-ma7	6652851	6690871	Scate12164	Fras1	
Scate-ma7	6704687	6706868	Scate12165	L345_15547	
Scate-ma7	6803614	6812863	Scate12166	FRAS1	
Scate-ma7	6834127	6917475	Scate12167	FRAS1	
Scate-ma7	6920470	6924272	Scate12168	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma7	6949443	6969992	Scate12169	ANXA3	
Scate-ma7	7050054	7099168	Scate12170	BMP2K	
Scate-ma7	7113932	7119489	Scate12171	Progestin and adipoQ receptor family member 3-like isoform X1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	7189053	7190704	Scate12172	L345_07936	
Scate-ma7	7604550	7611520	Scate12173	ANTXR2	
Scate-ma7	7675077	7700340	Scate12174	ANTXR2	
Scate-ma7	7778574	7785929	Scate12175	PRDM8	
Scate-ma7	7863968	7866663	Scate12176	FGF5	
Scate-ma7	8202372	8224424	Scate12177	BMP3	
Scate-ma7	8249763	8300163	Scate12178	PRKG2	
Scate-ma7	8392354	8421076	Scate12179	RASGEF1B	
Scate-ma7	8550148	8572082	Scate12180	MYBL2	
Scate-ma7	8706225	8708531	Scate12181	Vamp8	
Scate-ma7	8715224	8723610	Scate12182	Heterogeneous nuclear ribonucleoprotein D0 isoform b (Crotalus adamanteus OX%3D8729)	
Scate-ma7	8727012	8735516	Scate12183	HNRNPDL	
Scate-ma7	8740095	8753950	Scate12184	ENOPH1	
Scate-ma7	8757148	8781553	Scate12185	TMEM150C	
Scate-ma7	8836637	8842304	Scate12186	SCD5	
Scate-ma7	8886444	8952565	Scate12187	ABP130 (Crotalus horridus OX%3D35024)	
Scate-ma7	8965450	8985671	Scate12188	Protein lin-54 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	8998577	9016838	Scate12189	COP9 signalosome complex subunit 4-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	9032195	9035060	Scate12190	PLAC8	
Scate-ma7	9068239	9070615	Scate12191	PLAC8	
Scate-ma7	9082354	9084613	Scate12192	unknown function	
Scate-ma7	9142850	9160134	Scate12193	COQ2	
Scate-ma7	9164049	9183171	Scate12194	HPSE	
Scate-ma7	9201782	9221149	Scate12195	HELQ	
Scate-ma7	9224335	9234824	Scate12196	28S ribosomal protein S18c%2C mitochondrial (Crotalus horridus OX%3D35024)	
Scate-ma7	9231111	9244866	Scate12197	BRCA1-A complex subunit Abraxas (Crotalus horridus OX%3D35024)	
Scate-ma7	9252160	9286126	Scate12198	Glycerol-3-phosphate acyltransferase 3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	9711580	9735111	Scate12199	Phosphatidate cytidylyltransferase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	9747943	9756261	Scate12200	WDFY3	
Scate-ma7	9757508	9859979	Scate12201	WDFY3	
Scate-ma7	10256343	10259142	Scate12202	L345_15458	
Scate-ma7	10529885	10548310	Scate12203	Arhgap24	
Scate-ma7	10616445	10629701	Scate12204	MAPK10	
Scate-ma7	10940812	11031827	Scate12205	PTPN13	
Scate-ma7	11180551	11199873	Scate12206	AFF1	
Scate-ma7	11209433	11219304	Scate12207	KLHL8	
Scate-ma7	11251259	11266097	Scate12208	Hydroxysteroid (17-beta) dehydrogenase 11 (Crotalus horridus OX%3D35024)	
Scate-ma7	11283086	11287443	Scate12209	Hydroxysteroid (17-beta) dehydrogenase 11 (Crotalus horridus OX%3D35024)	
Scate-ma7	11294289	11308410	Scate12210	ADP-ribose pyrophosphatase%2C mitochondrial (Crotalus horridus OX%3D35024)	
Scate-ma7	11384538	11387648	Scate12211	DSPP	
Scate-ma7	11464648	11472632	Scate12212	IBSP	
Scate-ma7	11561763	11568139	Scate12213	Osteopontin (Crotalus adamanteus OX%3D8729)	
Scate-ma7	11576539	11576796	Scate12214	L345_08957	
Scate-ma7	11582068	11609971	Scate12215	PKD2	
Scate-ma7	11614102	11629186	Scate12216	ABCG2	
Scate-ma7	11634135	11639775	Scate12217	LOC100567919	
Scate-ma7	11654628	11680407	Scate12218	ABCG2	
Scate-ma7	11725052	11746755	Scate12219	Protein phosphatase 1K%2C mitochondrial-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	11759001	11799473	Scate12220	HERC6	
Scate-ma7	11876062	11904529	Scate12221	HERC3	
Scate-ma7	11907835	11919256	Scate12222	Putative E3 ubiquitin-protein ligase HERC3-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	11935903	11978666	Scate12223	FAM13A	
Scate-ma7	12261876	12268176	Scate12224	Snca	
Scate-ma7	12309637	12310221	Scate12225	L345_05966	
Scate-ma7	14472139	14480411	Scate12226	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma7	14503570	14504628	Scate12227	Uncharacterized protein (Anolis carolinensis OX%3D28377)	
Scate-ma7	14637008	14649465	Scate12228	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	14693791	14707192	Scate12229	OPN4	
Scate-ma7	14820514	14825369	Scate12230	PDZ and LIM domain protein 5 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	14842374	14863295	Scate12231	Pdlim5	
Scate-ma7	15126110	15149795	Scate12232	BMPR1B	
Scate-ma7	16574375	16583906	Scate12233	L345_09714	
Scate-ma7	16658085	16697986	Scate12234	Rap1 GTPase-GDP dissociation stimulator 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	16708119	16714543	Scate12235	TSPAN5	
Scate-ma7	16797908	16813959	Scate12236	Eukaryotic translation initiation factor 4E-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	16820161	16841724	Scate12237	Methionine aminopeptidase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	16844342	16856742	Scate12238	S-(hydroxymethyl)glutathione dehydrogenase (Crotalus horridus OX%3D35024)	
Scate-ma7	16873973	16885652	Scate12239	L345_12508	
Scate-ma7	16890262	16904294	Scate12240	L345_12508	
Scate-ma7	16909443	16923961	Scate12241	L345_12508	
Scate-ma7	16932111	16950148	Scate12242	Alcohol dehydrogenase 1-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	16987610	16998324	Scate12243	RG9MTD2	
Scate-ma7	17001801	17042426	Scate12244	MTTP	
Scate-ma7	17057021	17062018	Scate12245	sraP	
Scate-ma7	17098670	17128550	Scate12246	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	17135261	17138916	Scate12247	Mitogen-activated protein kinase scaffold protein 1-like protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	17151031	17172293	Scate12248	DnaJ subfamily B member 14-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	17172810	17176484	Scate12249	Histone H2A (Crotalus adamanteus OX%3D8729)	
Scate-ma7	17181674	17190388	Scate12250	L345_04699	
Scate-ma7	17292768	17303801	Scate12251	EMCN	
Scate-ma7	17960693	17981598	Scate12252	SLC39A8	
Scate-ma7	18043608	18051812	Scate12253	L345_07368	
Scate-ma7	18059628	18096025	Scate12254	NFKB1	
Scate-ma7	18097049	18153308	Scate12255	MANBA	
Scate-ma7	18163422	18173473	Scate12256	Ubiquitin-conjugating enzyme E2 D3 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	18210562	18221409	Scate12257	CDGSH iron-sulfur domain-containing protein 2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	18229969	18239980	Scate12258	CDGSH iron-sulfur domain-containing protein 2-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	18257857	18276916	Scate12259	SLC9B2	
Scate-ma7	18281132	18297686	Scate12260	SLC9B2	
Scate-ma7	18304104	18322177	Scate12261	3-hydroxybutyrate dehydrogenase%2C type 2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	18327417	18381248	Scate12262	bdh2	
Scate-ma7	18383321	18394406	Scate12263	Rsph6a	
Scate-ma7	19215038	19234121	Scate12264	TET2	
Scate-ma7	19248879	19265720	Scate12265	PPA2	
Scate-ma7	19277463	19317794	Scate12266	ARHGEF38	
Scate-ma7	19317979	19327642	Scate12267	Integrator complex subunit 12-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	19327606	19335565	Scate12268	Glutathione S-transferase C-terminal domain-containing protein-like (Crotalus horridus OX%3D35024)	
Scate-ma7	19406824	19433694	Scate12269	NPNT	
Scate-ma7	19484868	19490644	Scate12270	TBCK	
Scate-ma7	19502175	19538177	Scate12271	TBC domain-containing protein kinase-like protein isoform X3 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	19569666	19583280	Scate12272	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Crotalus horridus OX%3D35024)	
Scate-ma7	19585961	19590328	Scate12273	PP2A3	
Scate-ma7	19784768	19792687	Scate12274	Dkk2	
Scate-ma7	20048342	20080594	Scate12275	PAPSS1	
Scate-ma7	20168003	20181168	Scate12276	Phosphatidylcholine	
Scate-ma7	20197745	20211269	Scate12277	CYP2U1	
Scate-ma7	20213431	20241684	Scate12278	Hydroxyacyl-coenzyme A dehydrogenase%2C mitochondrial (Crotalus horridus OX%3D35024)	
Scate-ma7	20278090	20291836	Scate12279	LEF1	
Scate-ma7	20557378	20562259	Scate12280	60S ribosomal protein L34-like (Crotalus adamanteus OX%3D8729)	
Scate-ma7	20564251	20571046	Scate12281	DC2 protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	20600236	20615064	Scate12282	Alanine--glyoxylate aminotransferase 2-like 1-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	20963496	20995105	Scate12283	Protein transport protein Sec24B (Crotalus adamanteus OX%3D8729)	
Scate-ma7	21068241	21084189	Scate12284	Coiled-coil domain-containing protein 109B isoform X3 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	21083644	21100080	Scate12285	Caspase-6-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	21106544	21110097	Scate12286	Group XIIA secretory phospholipase A2 (Crotalus adamanteus OX%3D8729)	
Scate-ma7	21113964	21128945	Scate12287	CFI	
Scate-ma7	21142095	21163867	Scate12288	LOC100553749	
Scate-ma7	21166614	21171844	Scate12289	LRIT3	
Scate-ma7	21192959	21197935	Scate12290	EGF	
Scate-ma7	21258988	21274150	Scate12291	ELOVL6	
Scate-ma7	21411131	21457844	Scate12292	Aminopeptidase (Crotalus adamanteus OX%3D8729)	
Scate-ma7	21486855	21494031	Scate12293	Homeobox protein (Crotalus adamanteus OX%3D8729)	
Scate-ma7	22248621	22273582	Scate12294	AP-1 complex-associated regulatory protein-like protein (Crotalus horridus OX%3D35024)	
Scate-ma7	22298941	22331466	Scate12295	ALPK1	
Scate-ma7	22362808	22363865	Scate12296	NEUROG2	
Scate-ma7	22382569	22403610	Scate12297	L345_03439	
Scate-ma7	22411440	22421273	Scate12298	L345_03439	
Scate-ma7	22420729	22440401	Scate12299	La-related protein 7 (Crotalus horridus OX%3D35024)	
Scate-ma7	22617681	22748341	Scate12300	Ank2	
Scate-ma7	22796900	22802907	Scate12301	Calcium/calmodulin-dependent protein kinase type II delta chain (Crotalus adamanteus OX%3D8729)	
Scate-ma7	22842095	22858129	Scate12302	camk2d	
Scate-ma7	23317943	23354336	Scate12303	Transmembrane protein 131 (Crotalus horridus OX%3D35024)	
Scate-ma7	23436983	23472710	Scate12304	TRIM2	
Scate-ma7	23576577	23589010	Scate12305	Fhdc1	
